boss,3672,711,100,75
blaster,6641,3001,50,25
blaster,847,8763,50,25
blaster,1981,9852,50,25
boss,6329,3516,100,75
blaster,509,4887,50,25
blaster,1082,2244,50,25
blaster,6780,2367,50,25
blaster,386,6677,50,25
blaster,6549,4511,50,25
destroyer,6492,7046,50,75
speeder,2530,7106,30,20
blaster,4742,4913,50,25
destroyer,4833,6760,50,75
blaster,1265,3285,50,25
blaster,3854,8650,50,25
blaster,1773,5980,50,25
blaster,2360,6577,50,25
destroyer,7136,7306,50,75
blaster,7669,2234,50,25
destroyer,1284,9179,50,75
speeder,3513,3196,30,20
speeder,4513,2401,30,20
boss,2494,7100,100,75
speeder,6947,5968,30,20
speeder,4511,7967,30,20
blaster,5740,2120,50,25
blaster,1962,8487,50,25
boss,4524,7802,100,75
speeder,6116,5076,30,20
blaster,721,9581,50,25
blaster,150,8547,50,25
blaster,6237,6216,50,25
blaster,5152,2621,50,25
speeder,5681,3306,30,20
speeder,94,8331,30,20
blaster,1389,2580,50,25
speeder,6512,181,30,20
blaster,3011,4331,50,25
blaster,6793,4517,50,25
speeder,1091,9218,30,20
destroyer,6703,6269,50,75
blaster,6909,3662,50,25
speeder,5844,6508,30,20
destroyer,6889,8027,50,75
destroyer,5534,7903,50,75
destroyer,7115,6341,50,75
speeder,3622,1070,30,20
speeder,7291,6244,30,20
speeder,4115,425,30,20
blaster,7060,3930,50,25
destroyer,876,8696,50,75
blaster,5481,853,50,25
boss,5475,4636,100,75
blaster,4337,9676,50,25
boss,1731,6008,100,75
speeder,7599,7979,30,20
speeder,650,4991,30,20
speeder,2469,2844,30,20
boss,760,5802,100,75
blaster,2338,3507,50,25
blaster,3000,7156,50,25
blaster,2013,7317,50,25
blaster,5481,5068,50,25
blaster,2538,1931,50,25
blaster,3388,7314,50,25
blaster,2498,4914,50,25
blaster,7335,5139,50,25
destroyer,5571,3551,50,75
blaster,5073,9036,50,25
speeder,1562,8340,30,20
blaster,6972,3128,50,25
blaster,1713,1217,50,25
speeder,6939,8746,30,20
blaster,5818,2355,50,25
blaster,1027,991,50,25
blaster,6276,3916,50,25
blaster,5204,554,50,25
speeder,5724,4967,30,20
blaster,814,4268,50,25
destroyer,7818,4568,50,75
destroyer,116,605,50,75
speeder,1881,4415,30,20
speeder,3698,2203,30,20
boss,1423,7617,100,75
speeder,4976,1471,30,20
blaster,4100,5805,50,25
destroyer,594,9452,50,75
blaster,4604,9154,50,25
speeder,6137,4634,30,20
speeder,3189,1773,30,20
blaster,4838,7579,50,25
blaster,188,1829,50,25
destroyer,6682,3934,50,75
speeder,4070,4101,30,20
blaster,7502,6282,50,25
blaster,2088,5449,50,25
blaster,3174,3614,50,25
destroyer,1914,7933,50,75
blaster,405,450,50,25
speeder,3496,2184,30,20
destroyer,6125,5950,50,75
blaster,3185,5877,50,25
blaster,883,5263,50,25
boss,7230,6945,100,75
blaster,2213,9864,50,25
boss,5725,3930,100,75
speeder,3807,6403,30,20
blaster,3701,409,50,25
destroyer,4275,8378,50,75
blaster,4584,8046,50,25
blaster,5562,6051,50,25
destroyer,5917,2031,50,75
blaster,3139,9531,50,25
boss,4255,4735,100,75
destroyer,3863,3992,50,75
boss,4967,7704,100,75
blaster,2666,5130,50,25
blaster,5128,2861,50,25
destroyer,4382,8188,50,75
blaster,1953,2264,50,25
blaster,2375,2682,50,25
blaster,6287,9142,50,25
destroyer,494,2481,50,75
blaster,152,137,50,25
boss,1137,661,100,75
blaster,5986,421,50,25
blaster,4133,5795,50,25
speeder,7866,9112,30,20
blaster,7485,211,50,25
blaster,2021,987,50,25
destroyer,5179,2219,50,75
speeder,6040,2921,30,20
boss,1053,8681,100,75
destroyer,1929,7894,50,75
speeder,7485,4182,30,20
blaster,7241,4741,50,25
boss,3787,3780,100,75
blaster,2651,5450,50,25
speeder,7256,7385,30,20
destroyer,5010,2488,50,75
blaster,3641,3262,50,25
blaster,6276,1859,50,25
speeder,864,8863,30,20
boss,427,8048,100,75
destroyer,7142,6235,50,75
boss,6266,7844,100,75
blaster,1106,6317,50,25
blaster,5676,5323,50,25
boss,270,6265,100,75
speeder,166,2388,30,20
blaster,7041,3887,50,25
blaster,1679,6493,50,25
destroyer,3118,2150,50,75
blaster,4398,2909,50,25
blaster,6293,3900,50,25
blaster,7914,7120,50,25
destroyer,7688,2957,50,75
speeder,3317,337,30,20
speeder,3902,1404,30,20
blaster,5878,8762,50,25
blaster,2032,748,50,25
boss,1418,5982,100,75
blaster,3342,3193,50,25
blaster,3741,440,50,25
speeder,4813,9823,30,20
blaster,3787,7785,50,25
speeder,6146,4623,30,20
blaster,2777,1083,50,25
blaster,4879,489,50,25
destroyer,1216,5442,50,75
speeder,5184,4044,30,20
blaster,922,4467,50,25
boss,1983,2323,100,75
blaster,7938,5190,50,25
destroyer,3750,4507,50,75
blaster,1490,5744,50,25
blaster,2388,9100,50,25
destroyer,2038,6174,50,75
speeder,3375,9398,30,20
blaster,842,8723,50,25
blaster,2828,7812,50,25
speeder,6121,8371,30,20
speeder,6016,9686,30,20
blaster,5824,532,50,25
speeder,2908,7792,30,20
destroyer,5689,1938,50,75
blaster,5615,766,50,25
boss,712,1322,100,75
blaster,3890,2457,50,25
blaster,6183,4498,50,25
speeder,2542,9782,30,20
speeder,4722,7208,30,20
blaster,1258,2618,50,25
blaster,742,5568,50,25
destroyer,7330,8863,50,75
blaster,5808,9663,50,25
destroyer,1760,5707,50,75
boss,1182,7641,100,75
blaster,4543,3002,50,25
blaster,4802,5802,50,25
destroyer,3715,2386,50,75
speeder,1851,712,30,20
blaster,6543,434,50,25
speeder,5914,9182,30,20
speeder,1724,1353,30,20
boss,3350,4793,100,75
speeder,4697,3132,30,20
blaster,7737,5467,50,25
blaster,4941,1820,50,25
boss,4346,2377,100,75
speeder,5261,1257,30,20
speeder,1852,6387,30,20
blaster,4480,9442,50,25
blaster,6401,5179,50,25
boss,6953,7946,100,75
blaster,5029,5933,50,25
blaster,6724,8120,50,25
destroyer,1312,3391,50,75
boss,2315,2058,100,75
blaster,4522,4337,50,25
speeder,6684,1009,30,20
speeder,7932,7110,30,20
blaster,6092,5356,50,25
speeder,3908,3795,30,20
speeder,4149,9448,30,20
blaster,2126,6358,50,25
speeder,836,9591,30,20
blaster,4194,7263,50,25
speeder,5776,1935,30,20
destroyer,198,3516,50,75
boss,4266,5856,100,75
blaster,3131,6398,50,25
blaster,7905,1530,50,25
blaster,227,9147,50,25
destroyer,2179,1177,50,75
boss,4456,1068,100,75
destroyer,579,3200,50,75
blaster,7683,8746,50,25
destroyer,5019,8089,50,75
destroyer,4142,2088,50,75
blaster,255,2830,50,25
blaster,3866,7677,50,25
boss,7613,581,100,75
blaster,3355,424,50,25
boss,2694,6179,100,75
destroyer,6847,8681,50,75
speeder,6533,822,30,20
blaster,1564,3482,50,25
boss,3371,7245,100,75
speeder,6662,2499,30,20
blaster,7191,5068,50,25
blaster,1608,1356,50,25
speeder,737,8459,30,20
boss,773,4781,100,75
blaster,1687,7152,50,25
blaster,1054,7049,50,25
blaster,6519,2375,50,25
blaster,7036,891,50,25
speeder,2617,3959,30,20
speeder,6,4187,30,20
blaster,332,7284,50,25
blaster,4695,5857,50,25
blaster,3116,8763,50,25
blaster,4420,9398,50,25
speeder,5169,8502,30,20
speeder,715,9922,30,20
blaster,3815,6049,50,25
blaster,4378,487,50,25
boss,3008,6678,100,75
blaster,6054,8067,50,25
blaster,2517,2851,50,25
destroyer,5072,3730,50,75
blaster,545,8854,50,25
destroyer,1086,7663,50,75
blaster,6598,9279,50,25
speeder,3729,6838,30,20
blaster,6865,5688,50,25
destroyer,6104,6652,50,75
blaster,5066,4675,50,25
boss,2933,4282,100,75
blaster,2143,4104,50,25
blaster,7707,6583,50,25
blaster,4036,1449,50,25
speeder,4547,5581,30,20
blaster,1411,4725,50,25
boss,7162,2188,100,75
blaster,5330,350,50,25
blaster,3604,6242,50,25
speeder,3761,3680,30,20
blaster,3261,5692,50,25
blaster,4058,840,50,25
boss,90,4478,100,75
blaster,604,392,50,25
blaster,1578,9665,50,25
destroyer,5514,9740,50,75
boss,1322,7001,100,75
blaster,4208,1579,50,25
speeder,7696,4592,30,20
boss,3655,8455,100,75
destroyer,5817,7437,50,75
blaster,5992,4173,50,25
boss,2245,4720,100,75
blaster,587,7568,50,25
speeder,3112,7371,30,20
blaster,6145,4053,50,25
blaster,6847,3495,50,25
blaster,1708,2785,50,25
speeder,405,8000,30,20
blaster,6209,256,50,25
destroyer,764,4200,50,75
boss,3720,6471,100,75
speeder,1547,8598,30,20
boss,7886,7446,100,75
blaster,798,4313,50,25
blaster,71,2383,50,25
boss,4656,6666,100,75
speeder,2416,2289,30,20
speeder,1888,243,30,20
speeder,6321,4005,30,20
boss,4335,5044,100,75
destroyer,559,9768,50,75
blaster,5541,3522,50,25
destroyer,1236,4445,50,75
blaster,2913,5295,50,25
blaster,3170,8320,50,25
blaster,2955,6300,50,25
destroyer,5127,2716,50,75
speeder,5506,2883,30,20
blaster,2487,392,50,25
blaster,5837,6239,50,25
destroyer,639,781,50,75
boss,2433,1747,100,75
blaster,6871,8659,50,25
boss,3394,9194,100,75
boss,7507,7851,100,75
speeder,5858,4691,30,20
speeder,4644,1004,30,20
speeder,3607,3979,30,20
blaster,3601,4098,50,25
blaster,1318,7099,50,25
blaster,6572,4588,50,25
blaster,5928,3512,50,25
blaster,6109,1293,50,25
speeder,5055,7669,30,20
speeder,2413,1437,30,20
boss,4392,7218,100,75
blaster,2020,2578,50,25
blaster,3632,7354,50,25
blaster,767,8168,50,25
blaster,6676,734,50,25
blaster,3384,8550,50,25
speeder,1620,1587,30,20
blaster,4398,7237,50,25
destroyer,3681,6514,50,75
speeder,69,5145,30,20
speeder,7932,709,30,20
blaster,7536,5117,50,25
speeder,4048,9130,30,20
blaster,2356,601,50,25
blaster,7197,5360,50,25
blaster,3775,6600,50,25
destroyer,1133,3008,50,75
blaster,3143,2811,50,25
speeder,4283,8361,30,20
blaster,128,5116,50,25
blaster,5055,1944,50,25
speeder,449,169,30,20
boss,2581,3782,100,75
blaster,1482,2325,50,25
blaster,4499,4385,50,25
speeder,1260,5161,30,20
speeder,1352,2968,30,20
destroyer,7034,6124,50,75
blaster,1673,1598,50,25
blaster,7001,2290,50,25
boss,6485,2112,100,75
blaster,4823,1723,50,25
destroyer,7873,4506,50,75
blaster,7471,2518,50,25
blaster,477,4136,50,25
speeder,6044,3596,30,20
destroyer,7412,350,50,75
blaster,3537,8213,50,25
boss,6744,5007,100,75
destroyer,5784,2742,50,75
speeder,6799,5402,30,20
destroyer,2143,4075,50,75
blaster,2832,7483,50,25
blaster,6910,364,50,25
blaster,5669,5211,50,25
boss,5558,3480,100,75
blaster,370,9907,50,25
blaster,2378,6519,50,25
blaster,3056,7617,50,25
destroyer,508,9668,50,75
speeder,6111,2119,30,20
blaster,1272,1598,50,25
destroyer,4561,5893,50,75
blaster,3771,9328,50,25
blaster,2717,662,50,25
boss,1396,3310,100,75
speeder,7880,7366,30,20
blaster,6594,2376,50,25
destroyer,3873,4005,50,75
blaster,6419,1333,50,25
speeder,3382,5902,30,20
destroyer,4216,4119,50,75
blaster,4278,296,50,25
blaster,6457,8287,50,25
speeder,5030,973,30,20
boss,6802,4134,100,75
blaster,5762,5747,50,25
blaster,3234,3451,50,25
blaster,1341,6303,50,25
blaster,1993,8015,50,25
blaster,6184,7003,50,25
blaster,2121,6644,50,25
blaster,1049,7331,50,25
blaster,7805,3449,50,25
blaster,6430,6566,50,25
speeder,5747,2312,30,20
destroyer,197,9294,50,75
destroyer,3308,1060,50,75
blaster,130,9398,50,25
blaster,3280,9386,50,25
boss,7055,3003,100,75
blaster,5810,7315,50,25
blaster,137,3246,50,25
destroyer,5761,8892,50,75
destroyer,4907,93,50,75
blaster,7517,2961,50,25
blaster,3587,8478,50,25
speeder,7932,2034,30,20
blaster,6002,7755,50,25
blaster,5393,2301,50,25
blaster,328,3953,50,25
blaster,3708,3101,50,25
blaster,3954,1793,50,25
blaster,6867,7331,50,25
speeder,6037,9517,30,20
blaster,5529,7953,50,25
blaster,6232,1653,50,25
boss,801,4087,100,75
blaster,2765,3288,50,25
blaster,5344,6388,50,25
speeder,5009,6967,30,20
blaster,454,1912,50,25
destroyer,3148,4377,50,75
boss,3251,9410,100,75
boss,6135,3828,100,75
speeder,3953,8612,30,20
blaster,999,7955,50,25
blaster,1217,4951,50,25
blaster,4419,5235,50,25
destroyer,14,5375,50,75
boss,4915,9039,100,75
speeder,5230,3610,30,20
blaster,5946,7486,50,25
speeder,4757,4597,30,20
blaster,7005,5994,50,25
speeder,2648,8244,30,20
speeder,6400,8535,30,20
speeder,5132,2193,30,20
blaster,6266,29,50,25
blaster,6504,2651,50,25
boss,1100,9817,100,75
blaster,4773,2028,50,25
blaster,1112,7938,50,25
speeder,4672,4802,30,20
blaster,825,8822,50,25
speeder,5592,3958,30,20
blaster,1706,807,50,25
blaster,2883,9421,50,25
destroyer,6278,8297,50,75
speeder,550,249,30,20
boss,458,3053,100,75
boss,5046,5487,100,75
blaster,4620,6102,50,25
blaster,6972,9949,50,25
destroyer,4471,1619,50,75
blaster,5310,5120,50,25
destroyer,3689,2030,50,75
speeder,1134,6489,30,20
blaster,4735,4160,50,75
speeder,4408,4160,30,20
destroyer,4080,4120,50,75
